,Symbol,Date,Open,High,Low,Close,Adj_Close,Volume,t
158,AMZN,2014-08-18,335.480011,337.799988,333.769989,334.529999,334.529999,2485400,158
159,AMZN,2014-08-19,334.869995,335.809998,333.01001,335.130005,335.130005,1713800,159
160,AMZN,2014-08-20,334.679993,337.160004,334.019989,335.779999,335.779999,1810500,160
161,AMZN,2014-08-21,336.480011,336.579987,332.230011,332.910004,332.910004,1971100,161
162,AMZN,2014-08-22,332.98999,334.079987,330.799988,331.589996,331.589996,2211200,162
163,AMZN,2014-08-25,333.209991,336.769989,332.709991,334.019989,334.019989,1957700,163
164,AMZN,2014-08-26,337,344.359985,334.549988,341.829987,341.829987,3654700,164
165,AMZN,2014-08-27,342.089996,346.670013,341.339996,343.179993,343.179993,2961600,165
166,AMZN,2014-08-28,340,341.790009,338.799988,340.019989,340.019989,2252700,166
167,AMZN,2014-08-29,341.76001,341.820007,337.679993,339.040009,339.040009,1939500,167
168,AMZN,2014-09-02,339.980011,342.5,337.160004,342.380005,342.380005,2326000,168
169,AMZN,2014-09-03,342.540009,343.269989,337.549988,339,339,1993700,169
170,AMZN,2014-09-04,343.690002,349.380005,343.579987,345.950012,345.950012,3965600,170
171,AMZN,2014-09-05,346.299988,346.829987,342.5,346.380005,346.380005,2107000,171
172,AMZN,2014-09-08,344.540009,345.809998,339.040009,342.339996,342.339996,2955300,172
173,AMZN,2014-09-09,341.609985,341.76001,329.179993,329.75,329.75,4646800,173
174,AMZN,2014-09-10,334.299988,334.980011,328.820007,331.329987,331.329987,3797400,174
175,AMZN,2014-09-11,329.940002,333.01001,326.390015,330.519989,330.519989,2720200,175
176,AMZN,2014-09-12,329.559998,332.890015,328.790009,331.190002,331.190002,3429300,176
177,AMZN,2014-09-15,330.910004,331.329987,319,323.890015,323.890015,4000400,177
178,AMZN,2014-09-16,321.070007,329.480011,320.100006,327.76001,327.76001,3259900,178
179,AMZN,2014-09-17,327.76001,328,321.519989,324,324,4136000,179
180,AMZN,2014-09-18,325.440002,327.100006,323.709991,325,325,2576900,180
181,AMZN,2014-09-19,327.600006,332.76001,325.570007,331.320007,331.320007,6886200,181
182,AMZN,2014-09-22,328.48999,329.48999,321.059998,324.5,324.5,3109700,182
183,AMZN,2014-09-23,322.459991,327.600006,321.25,323.630005,323.630005,2352600,183
184,AMZN,2014-09-24,324.170013,329.440002,319.559998,328.209991,328.209991,2642200,184
185,AMZN,2014-09-25,327.98999,328.540009,321.399994,321.929993,321.929993,2928800,185
186,AMZN,2014-09-26,320.600006,323.5,317.640015,323.209991,323.209991,3638000,186
187,AMZN,2014-09-29,320.5,323.75,319,321.820007,321.820007,1924600,187
188,AMZN,2014-09-30,321.359985,323.429993,318.51001,322.440002,322.440002,2636200,188
189,AMZN,2014-10-01,322.040009,322.170013,315.549988,317.459991,317.459991,3089100,189
190,AMZN,2014-10-02,316.920013,318.529999,311.309998,318.410004,318.410004,3553900,190
191,AMZN,2014-10-03,320.359985,325.160004,319.529999,322.73999,322.73999,3037400,191
192,AMZN,2014-10-06,323.5,324.130005,319.600006,322.200012,322.200012,2290300,192
193,AMZN,2014-10-07,319.429993,322,316.670013,316.980011,316.980011,2365400,193
194,AMZN,2014-10-08,316.579987,324.109985,314.140015,322.700012,322.700012,3452800,194
195,AMZN,2014-10-09,321.48999,322.269989,314.519989,315.369995,315.369995,3587900,195
196,AMZN,2014-10-10,314.019989,317.769989,311.380005,311.390015,311.390015,3681900,196
197,AMZN,2014-10-13,309.869995,313.200012,303.470001,306.450012,306.450012,4363900,197
198,AMZN,2014-10-14,308,312.23999,305.75,308.309998,308.309998,3385800,198
199,AMZN,2014-10-15,304.350006,307.899994,299.100006,305.970001,305.970001,5343900,199
200,AMZN,2014-10-16,293.829987,306.820007,293.829987,302.859985,302.859985,4731300,200
201,AMZN,2014-10-17,307.149994,309.200012,302.720001,303.640015,303.640015,4405100,201
202,AMZN,2014-10-20,302.950012,306.529999,302.019989,306.209991,306.209991,3234500,202
203,AMZN,2014-10-21,309.899994,315.640015,307.070007,315.329987,315.329987,3559300,203
204,AMZN,2014-10-22,315.429993,318.980011,312.640015,312.970001,312.970001,3125900,204
205,AMZN,2014-10-23,313.399994,316.799988,311.399994,313.179993,313.179993,9038200,205
206,AMZN,2014-10-24,284.399994,293.809998,284,287.059998,287.059998,19801100,206
207,AMZN,2014-10-27,285.700012,290.420013,285.019989,289.970001,289.970001,5950600,207
208,AMZN,2014-10-28,289.76001,298,289.76001,295.589996,295.589996,5572600,208
209,AMZN,2014-10-29,299.109985,299.609985,293.070007,294.119995,294.119995,4881900,209
210,AMZN,2014-10-30,293.980011,299.73999,292.359985,299.070007,299.070007,4055200,210
211,AMZN,2014-10-31,305.149994,305.720001,301.5,305.459991,305.459991,4550700,211
212,AMZN,2014-11-03,306.23999,308.01001,303.23999,305.720001,305.720001,3242500,212
213,AMZN,2014-11-04,303.98999,304.25,300.170013,302.809998,302.809998,3427400,213
214,AMZN,2014-11-05,303.01001,304,294.160004,296.519989,296.519989,4674500,214
215,AMZN,2014-11-06,296.690002,297,292.290009,296.640015,296.640015,3758100,215
216,AMZN,2014-11-07,297.820007,299.98999,296.290009,299.859985,299.859985,2647400,216
217,AMZN,2014-11-10,300,305.799988,300,305.109985,305.109985,2809100,217
218,AMZN,2014-11-11,305.940002,312.380005,303.649994,312.01001,312.01001,3803600,218
219,AMZN,2014-11-12,310.75,312.579987,308.790009,311.51001,311.51001,2183000,219
220,AMZN,2014-11-13,312,317.890015,311.51001,316.480011,316.480011,3686400,220
221,AMZN,2014-11-14,317.119995,332.880005,316.399994,327.820007,327.820007,8877800,221
222,AMZN,2014-11-17,326.440002,328,318.029999,323.049988,323.049988,4784900,222
223,AMZN,2014-11-18,323.98999,329.559998,323.25,324.929993,324.929993,3549500,223
224,AMZN,2014-11-19,327.25,328.399994,324.019989,326.540009,326.540009,3281600,224
225,AMZN,2014-11-20,324,332.670013,323.329987,330.540009,330.540009,3436700,225
226,AMZN,2014-11-21,335.420013,338.329987,331.470001,332.630005,332.630005,4466600,226
227,AMZN,2014-11-24,334.779999,337.390015,333.600006,335.640015,335.640015,2754200,227
228,AMZN,2014-11-25,335.269989,336.329987,331.279999,335.040009,335.040009,2565000,228
229,AMZN,2014-11-26,333.779999,334.649994,331.75,333.570007,333.570007,1983600,229
230,AMZN,2014-11-28,336.029999,341.26001,336.029999,338.640015,338.640015,3051800,230
231,AMZN,2014-12-01,338.119995,340.640015,325.929993,326,326,4944900,231
232,AMZN,2014-12-02,327.5,327.929993,323.25,326.309998,326.309998,2790300,232
233,AMZN,2014-12-03,325.730011,326.769989,314.359985,316.5,316.5,5681000,233
234,AMZN,2014-12-04,315.529999,318.589996,313.470001,316.929993,316.929993,3290300,234
235,AMZN,2014-12-05,316.799988,316.929993,310.839996,312.630005,312.630005,3265200,235
236,AMZN,2014-12-08,311.570007,316.559998,304.820007,306.640015,306.640015,3639200,236
237,AMZN,2014-12-09,302.98999,313.640015,301.140015,312.5,312.5,4049500,237
238,AMZN,2014-12-10,312,313.190002,304.679993,305.839996,305.839996,3245900,238
239,AMZN,2014-12-11,307.890015,312.640015,306.01001,307.359985,307.359985,3262900,239
240,AMZN,2014-12-12,303.98999,310.640015,303.01001,307.320007,307.320007,3153500,240
241,AMZN,2014-12-15,308.869995,310.859985,302.149994,306.070007,306.070007,3841600,241
242,AMZN,2014-12-16,304.350006,304.48999,295.01001,295.059998,295.059998,6501300,242
243,AMZN,2014-12-17,296.369995,299.670013,293.029999,298.880005,298.880005,4433500,243
244,AMZN,2014-12-18,304.01001,304.5,293.25,297.730011,297.730011,7738100,244
245,AMZN,2014-12-19,296.910004,301.540009,295.519989,299.899994,299.899994,8709100,245
246,AMZN,2014-12-22,301.940002,307.359985,301.940002,306.540009,306.540009,4003800,246
247,AMZN,2014-12-23,306.980011,307.48999,303.25,306.290009,306.290009,2713700,247
248,AMZN,2014-12-24,306.380005,307,302.880005,303.029999,303.029999,1513800,248
249,AMZN,2014-12-26,305,310.779999,303.809998,309.089996,309.089996,2893800,249
250,AMZN,2014-12-29,307.850006,314.269989,306.579987,312.040009,312.040009,3009000,250
251,AMZN,2014-12-30,309.910004,313.940002,309.339996,310.299988,310.299988,2093000,251
252,AMZN,2014-12-31,311.549988,312.980011,310.01001,310.350006,310.350006,2048000,252
253,AMZN,2015-01-02,312.579987,314.75,306.959991,308.519989,308.519989,2783200,253
254,AMZN,2015-01-05,307.01001,308.380005,300.850006,302.190002,302.190002,2774200,254
255,AMZN,2015-01-06,302.23999,303,292.380005,295.290009,295.290009,3519000,255
256,AMZN,2015-01-07,297.5,301.279999,295.329987,298.420013,298.420013,2640300,256
257,AMZN,2015-01-08,300.320007,303.140015,296.109985,300.459991,300.459991,3088400,257
258,AMZN,2015-01-09,301.480011,302.869995,296.679993,296.929993,296.929993,2589500,258
259,AMZN,2015-01-12,297.559998,298.51001,289.279999,291.410004,291.410004,3421400,259
260,AMZN,2015-01-13,297.480011,301.5,293.230011,294.73999,294.73999,4130900,260
261,AMZN,2015-01-14,291.929993,295.910004,286.5,293.269989,293.269989,5538700,261
262,AMZN,2015-01-15,294,296,286.820007,286.950012,286.950012,4419200,262
263,AMZN,2015-01-16,286.279999,290.790009,285.25,290.73999,290.73999,3478200,263
264,AMZN,2015-01-20,292.589996,293.359985,286.390015,289.440002,289.440002,3062500,264
265,AMZN,2015-01-21,289.640015,306,287.26001,297.25,297.25,10065100,265
266,AMZN,2015-01-22,300,312.25,300,310.320007,310.320007,5362600,266
267,AMZN,2015-01-23,308.079987,316.929993,307.720001,312.390015,312.390015,4467100,267
268,AMZN,2015-01-26,311.820007,313,307.519989,309.660004,309.660004,3169700,268
269,AMZN,2015-01-27,306.299988,310.23999,302.630005,306.75,306.75,2920300,269
270,AMZN,2015-01-28,309.809998,311.51001,303.799988,303.910004,303.910004,3063800,270
271,AMZN,2015-01-29,304.730011,312.799988,299.329987,311.779999,311.779999,8656600,271
272,AMZN,2015-01-30,346.320007,359.5,340.73999,354.529999,354.529999,23856100,272
273,AMZN,2015-02-02,350.049988,365,350.01001,364.470001,364.470001,10231900,273
274,AMZN,2015-02-03,360.290009,367.820007,360.209991,363.549988,363.549988,6204100,274
275,AMZN,2015-02-04,358.380005,367.5,358.230011,364.75,364.75,4169900,275
276,AMZN,2015-02-05,366,378.799988,365.899994,373.890015,373.890015,7247600,276
277,AMZN,2015-02-06,374.869995,375.98999,371.01001,374.279999,374.279999,3871300,277
278,AMZN,2015-02-09,371,374.410004,367.200012,370.559998,370.559998,2724600,278
279,AMZN,2015-02-10,371.190002,374.299988,368.51001,373,373,2287200,279
280,AMZN,2015-02-11,371.230011,377.100006,371.100006,375.140015,375.140015,2786500,280
281,AMZN,2015-02-12,375.100006,378.51001,373.149994,377.170013,377.170013,2791100,281
282,AMZN,2015-02-13,378.410004,383,377.01001,381.829987,381.829987,3475100,282
283,AMZN,2015-02-17,377.720001,379.98999,372.670013,375.429993,375.429993,3673200,283
284,AMZN,2015-02-18,373.779999,376.73999,372.850006,373.369995,373.369995,2523500,284
285,AMZN,2015-02-19,373.48999,381.880005,373.429993,379,379,2953800,285
286,AMZN,2015-02-20,378.619995,383.700012,375.839996,383.660004,383.660004,3258000,286
287,AMZN,2015-02-23,383.440002,384.540009,378,380.140015,380.140015,2177000,287
288,AMZN,2015-02-24,378.649994,380.480011,376.160004,378.589996,378.589996,1920800,288
289,AMZN,2015-02-25,377.269989,387.850006,376.540009,385.369995,385.369995,3174500,289
290,AMZN,2015-02-26,384.070007,389.369995,383.279999,384.799988,384.799988,2687100,290
291,AMZN,2015-02-27,384,385.98999,379.790009,380.160004,380.160004,2532300,291
292,AMZN,2015-03-02,380.850006,385.899994,379.480011,385.660004,385.660004,2139200,292
293,AMZN,2015-03-03,383.950012,386.100006,381.600006,384.609985,384.609985,1946500,293
294,AMZN,2015-03-04,385.709991,387.899994,382.190002,382.720001,382.720001,2252700,294
295,AMZN,2015-03-05,385.609985,388.420013,383.890015,387.829987,387.829987,2693500,295
296,AMZN,2015-03-06,385.519989,387,378.880005,380.089996,380.089996,2627000,296
297,AMZN,2015-03-09,378.399994,379.329987,375.279999,378.559998,378.559998,2311400,297
298,AMZN,2015-03-10,377.450012,377.769989,369.179993,369.51001,369.51001,3079600,298
299,AMZN,2015-03-11,370.609985,373.350006,366.26001,366.369995,366.369995,2495100,299
300,AMZN,2015-03-12,368.820007,375.5,367.519989,374.23999,374.23999,2810000,300
301,AMZN,2015-03-13,371.519989,373.98999,366.679993,370.579987,370.579987,2611700,301
302,AMZN,2015-03-16,370.380005,373.940002,366.720001,373.350006,373.350006,2354100,302
303,AMZN,2015-03-17,371.109985,374.5,369.640015,371.920013,371.920013,2034200,303
304,AMZN,2015-03-18,369.970001,375.98999,366.700012,375.140015,375.140015,2640600,304
305,AMZN,2015-03-19,373.869995,377.109985,372.190002,373.23999,373.23999,1915700,305
306,AMZN,2015-03-20,376.290009,379.369995,375.920013,378.48999,378.48999,3763600,306
307,AMZN,2015-03-23,378.070007,381.769989,374.940002,375.109985,375.109985,2235300,307
308,AMZN,2015-03-24,373.98999,375.23999,372.269989,374.089996,374.089996,2228200,308
309,AMZN,2015-03-25,375.170013,380.5,370.290009,370.959991,370.959991,3429500,309
310,AMZN,2015-03-26,369.589996,371.399994,365.649994,367.350006,367.350006,2930000,310
311,AMZN,2015-03-27,367.109985,373.170013,366.570007,370.559998,370.559998,2603800,311
312,AMZN,2015-03-30,371.869995,376.119995,371.549988,374.589996,374.589996,1820900,312
313,AMZN,2015-03-31,373.23999,377.700012,371.51001,372.100006,372.100006,2506100,313
314,AMZN,2015-04-01,372.100006,373.160004,368.339996,370.26001,370.26001,2451100,314
315,AMZN,2015-04-02,370.5,373.279999,369,372.25,372.25,1875300,315
316,AMZN,2015-04-06,370.100006,380.200012,369.359985,377.040009,377.040009,3050700,316
317,AMZN,2015-04-07,376.149994,379.309998,374.029999,374.410004,374.410004,1954900,317
